PI,Difference,Error,Ntot,AvailableProcessors,TimeDuration(ms)
3,147520;0,005927;0,001887;100000;1;15;
3,145360;0,003767;0,001199;100000;1;6;
3,138920;-0,002673;0,000851;100000;1;6;
3,145840;0,004247;0,001352;100000;1;6;
3,148080;0,006487;0,002065;100000;1;6;
3,147520;0,005927;0,001887;100000;1;15;
3,148000;0,006407;0,002040;100000;1;6;
3,128640;-0,012953;0,004123;100000;1;6;
3,130200;-0,011393;0,003626;100000;1;5;
3,152800;0,011207;0,003567;100000;1;7;
3,138200;-0,003393;0,001080;100000;1;5;
3,141080;-0,000513;0,000163;100000;1;6;
3,140840;-0,000753;0,000240;100000;1;5;
3,143160;0,001567;0,000499;100000;1;6;
3,145200;0,003607;0,001148;100000;1;5;
3,136580;-0,005013;0,001596;200000;2;15;
3,138700;-0,002893;0,000921;200000;2;8;
3,139800;-0,001793;0,000571;200000;2;7;
3,136940;-0,004653;0,001481;200000;2;7;
3,139040;-0,002553;0,000813;200000;2;7;
3,136580;-0,005013;0,001596;200000;2;15;
3,144160;0,002567;0,000817;200000;2;8;
3,139220;-0,002373;0,000755;200000;2;8;
3,143900;0,002307;0,000734;200000;2;8;
3,136460;-0,005133;0,001634;200000;2;7;
3,138960;-0,002633;0,000838;200000;2;8;
3,137280;-0,004313;0,001373;200000;2;7;
3,136620;-0,004973;0,001583;200000;2;9;
3,145520;0,003927;0,001250;200000;2;9;
3,137620;-0,003973;0,001265;200000;2;7;
3,138750;-0,002843;0,000905;400000;4;21;
3,140580;-0,001013;0,000322;400000;4;7;
3,143500;0,001907;0,000607;400000;4;7;
3,143130;0,001537;0,000489;400000;4;9;
3,141940;0,000347;0,000111;400000;4;7;
3,138750;-0,002843;0,000905;400000;4;21;
3,140880;-0,000713;0,000227;400000;4;7;
3,137980;-0,003613;0,001150;400000;4;8;
3,140400;-0,001193;0,000380;400000;4;7;
3,145900;0,004307;0,001371;400000;4;8;
3,139390;-0,002203;0,000701;400000;4;6;
3,143820;0,002227;0,000709;400000;4;7;
3,138310;-0,003283;0,001045;400000;4;7;
3,146360;0,004767;0,001517;400000;4;7;
3,139900;-0,001693;0,000539;400000;4;8;
3,141710;0,000117;0,000037;800000;8;31;
3,142530;0,000937;0,000298;800000;8;8;
3,140245;-0,001348;0,000429;800000;8;8;
3,142370;0,000777;0,000247;800000;8;9;
3,139570;-0,002023;0,000644;800000;8;8;
3,141710;0,000117;0,000037;800000;8;31;
3,145585;0,003992;0,001271;800000;8;8;
3,140680;-0,000913;0,000291;800000;8;8;
3,145015;0,003422;0,001089;800000;8;7;
3,144275;0,002682;0,000854;800000;8;8;
3,141050;-0,000543;0,000173;800000;8;10;
3,143740;0,002147;0,000684;800000;8;9;
3,142090;0,000497;0,000158;800000;8;9;
3,140815;-0,000778;0,000248;800000;8;9;
3,142060;0,000467;0,000149;800000;8;9;
3,141853;0,000260;0,000083;1600000;16;44;
3,140225;-0,001368;0,000435;1600000;16;13;
3,142303;0,000710;0,000226;1600000;16;10;
3,143218;0,001625;0,000517;1600000;16;10;
3,143533;0,001940;0,000617;1600000;16;9;
3,141853;0,000260;0,000083;1600000;16;44;
3,141535;-0,000058;0,000018;1600000;16;10;
3,142148;0,000555;0,000177;1600000;16;12;
3,142710;0,001117;0,000356;1600000;16;9;
3,140603;-0,000990;0,000315;1600000;16;10;
3,141223;-0,000370;0,000118;1600000;16;8;
3,143325;0,001732;0,000551;1600000;16;11;
3,143488;0,001895;0,000603;1600000;16;11;
3,141485;-0,000108;0,000034;1600000;16;10;
3,140648;-0,000945;0,000301;1600000;16;11;
3,139753;-0,001840;0,000586;3200000;32;115;
3,143210;0,001617;0,000515;3200000;32;24;
3,140794;-0,000799;0,000254;3200000;32;17;
3,140724;-0,000869;0,000277;3200000;32;14;
3,140934;-0,000659;0,000210;3200000;32;13;
3,140923;-0,000670;0,000213;3200000;32;21;
3,141275;-0,000318;0,000101;3200000;32;14;
3,141213;-0,000380;0,000121;3200000;32;14;
3,141950;0,000357;0,000114;3200000;32;14;
3,141910;0,000317;0,000101;3200000;32;13;
