PI,Difference,Error,Ntot,AvailableProcessors,TimeDuration(ms)
3,142480;0,000887;0,000282;100000;1;16;
3,136040;-0,005553;0,001767;100000;1;7;
3,129160;-0,012433;0,003957;100000;1;0;
3,143800;0,002207;0,000703;100000;1;16;
3,145640;0,004047;0,001288;100000;1;15;
3,145540;0,003947;0,001256;200000;2;28;
3,146040;0,004447;0,001416;200000;2;21;
3,136900;-0,004693;0,001494;200000;2;25;
3,143060;0,001467;0,000467;200000;2;22;
3,140580;-0,001013;0,000322;200000;2;21;
3,137550;-0,004043;0,001287;400000;4;36;
3,143270;0,001677;0,000534;400000;4;48;
3,140550;-0,001043;0,000332;400000;4;33;
3,138320;-0,003273;0,001042;400000;4;40;
3,137630;-0,003963;0,001261;400000;4;25;
3,142245;0,000652;0,000208;800000;8;62;
3,142645;0,001052;0,000335;800000;8;60;
3,141535;-0,000058;0,000018;800000;8;58;
3,141615;0,000022;0,000007;800000;8;60;
3,140015;-0,001578;0,000502;800000;8;61;
3,143298;0,001705;0,000543;1600000;16;81;
3,141888;0,000295;0,000094;1600000;16;92;
3,142575;0,000982;0,000313;1600000;16;83;
3,140500;-0,001093;0,000348;1600000;16;72;
3,145400;0,003807;0,001212;1600000;16;93;
3,141138;-0,000455;0,000145;3200000;32;131;
3,143199;0,001606;0,000511;3200000;32;96;
3,141093;-0,000500;0,000159;3200000;32;110;
3,142279;0,000686;0,000218;3200000;32;94;
3,142259;0,000666;0,000212;3200000;32;121;
3,141868;0,000275;0,000088;1000000;1;52;
3,140680;-0,000913;0,000291;1000000;1;51;
3,140784;-0,000809;0,000257;1000000;1;47;
3,142432;0,000839;0,000267;1000000;1;50;
3,142496;0,000903;0,000288;1000000;1;59;
3,142010;0,000417;0,000133;2000000;2;64;
3,140796;-0,000797;0,000254;2000000;2;64;
3,143092;0,001499;0,000477;2000000;2;48;
3,140930;-0,000663;0,000211;2000000;2;64;
3,142434;0,000841;0,000268;2000000;2;52;
3,142059;0,000466;0,000148;4000000;4;75;
3,141424;-0,000169;0,000054;4000000;4;72;
3,139908;-0,001685;0,000536;4000000;4;73;
3,141702;0,000109;0,000035;4000000;4;77;
3,141168;-0,000425;0,000135;4000000;4;76;
3,141840;0,000247;0,000079;8000000;8;109;
3,141143;-0,000450;0,000143;8000000;8;79;
3,140882;-0,000711;0,000226;8000000;8;70;
3,141557;-0,000036;0,000012;8000000;8;81;
3,141701;0,000108;0,000034;8000000;8;88;
3,141006;-0,000586;0,000187;16000000;16;101;
3,141054;-0,000539;0,000171;16000000;16;116;
3,140942;-0,000651;0,000207;16000000;16;105;
3,141218;-0,000375;0,000119;16000000;16;113;
3,141965;0,000372;0,000119;16000000;16;138;
3,141153;-0,000439;0,000140;32000000;32;181;
3,141591;-0,000002;0,000001;32000000;32;199;
3,142068;0,000475;0,000151;32000000;32;234;
3,141343;-0,000250;0,000079;32000000;32;247;
3,141404;-0,000189;0,000060;32000000;32;224;
3,142248;0,000655;0,000209;10000000;1;402;
3,141616;0,000023;0,000007;10000000;1;359;
3,141326;-0,000266;0,000085;10000000;1;361;
3,140809;-0,000783;0,000249;10000000;1;342;
3,141733;0,000140;0,000045;10000000;1;419;
3,142151;0,000558;0,000178;20000000;2;395;
3,142092;0,000499;0,000159;20000000;2;379;
3,142206;0,000613;0,000195;20000000;2;364;
3,141604;0,000011;0,000003;20000000;2;423;
3,141681;0,000088;0,000028;20000000;2;374;
3,141515;-0,000078;0,000025;40000000;4;442;
3,141495;-0,000098;0,000031;40000000;4;456;
3,141543;-0,000049;0,000016;40000000;4;437;
3,141593;0,000000;0,000000;40000000;4;453;
3,141238;-0,000355;0,000113;40000000;4;448;
3,141455;-0,000138;0,000044;80000000;8;534;
3,141796;0,000204;0,000065;80000000;8;515;
3,141764;0,000171;0,000055;80000000;8;589;
3,141518;-0,000075;0,000024;80000000;8;554;
3,141811;0,000218;0,000069;80000000;8;548;
3,141770;0,000177;0,000056;160000000;16;859;
3,141612;0,000019;0,000006;160000000;16;782;
3,141641;0,000048;0,000015;160000000;16;749;
3,141499;-0,000094;0,000030;160000000;16;1109;
3,141651;0,000059;0,000019;160000000;16;707;
3,141573;-0,000019;0,000006;320000000;32;1455;
3,141624;0,000032;0,000010;320000000;32;1470;
3,141703;0,000110;0,000035;320000000;32;1314;
3,141585;-0,000007;0,000002;320000000;32;1436;
3,141663;0,000071;0,000023;320000000;32;1431;
