PI,Difference,Error,Ntot,AvailableProcessors,TimeDuration(ms)
3,142490;0,000897;0,000286;1600000;1;70;
3,141883;0,000290;0,000092;1600000;1;66;
3,142670;0,001077;0,000343;1600000;1;66;
3,141895;0,000302;0,000096;1600000;1;69;
3,142723;0,001130;0,000360;1600000;1;70;
3,143770;0,002177;0,000693;1600000;1;65;
3,145090;0,003497;0,001113;1600000;1;69;
3,142700;0,001107;0,000352;1600000;1;69;
3,140943;-0,000650;0,000207;1600000;1;68;
3,143445;0,001852;0,000590;1600000;1;72;
3,141363;-0,000230;0,000073;1600000;2;59;
3,140908;-0,000685;0,000218;1600000;2;50;
3,142863;0,001270;0,000404;1600000;2;48;
3,139630;-0,001963;0,000625;1600000;2;63;
3,140788;-0,000805;0,000256;1600000;2;52;
3,142393;0,000800;0,000255;1600000;2;55;
3,141168;-0,000425;0,000135;1600000;2;54;
3,144173;0,002580;0,000821;1600000;2;57;
3,141940;0,000347;0,000111;1600000;2;54;
3,142920;0,001327;0,000423;1600000;2;53;
3,141723;0,000130;0,000041;1600000;4;45;
3,139343;-0,002250;0,000716;1600000;4;47;
3,143193;0,001600;0,000509;1600000;4;50;
3,140958;-0,000635;0,000202;1600000;4;31;
3,140633;-0,000960;0,000306;1600000;4;29;
3,142073;0,000480;0,000153;1600000;4;31;
3,140585;-0,001008;0,000321;1600000;1;48;
3,141538;-0,000055;0,000018;1600000;1;49;
3,144253;0,002660;0,000847;1600000;1;49;
3,139738;-0,001855;0,000591;1600000;1;48;
3,142560;0,000967;0,000308;1600000;1;48;
3,142330;0,000737;0,000235;1600000;2;36;
3,140773;-0,000820;0,000261;1600000;2;33;
3,141890;0,000297;0,000095;1600000;2;34;
3,142535;0,000942;0,000300;1600000;2;38;
3,141900;0,000307;0,000098;1600000;2;34;
3,140565;-0,001028;0,000327;1600000;4;28;
3,143105;0,001512;0,000481;1600000;4;31;
3,140230;-0,001363;0,000434;1600000;4;31;
3,141980;0,000387;0,000123;1600000;4;31;
3,140575;-0,001018;0,000324;1600000;4;33;
3,140940;-0,000653;0,000208;1600000;8;47;
3,142215;0,000622;0,000198;1600000;8;48;
3,142500;0,000907;0,000289;1600000;8;42;
3,141623;0,000030;0,000010;1600000;8;40;
3,141790;0,000197;0,000063;1600000;8;47;
3,143145;0,001552;0,000494;1600000;16;71;
3,142783;0,001190;0,000379;1600000;16;70;
3,142540;0,000947;0,000302;1600000;16;95;
3,144418;0,002825;0,000899;1600000;16;61;
3,140683;-0,000910;0,000290;1600000;16;70;
3,140545;-0,001048;0,000333;1600000;32;76;
3,142208;0,000615;0,000196;1600000;32;88;
3,140530;-0,001063;0,000338;1600000;32;86;
3,142103;0,000510;0,000162;1600000;32;77;
3,142128;0,000535;0,000170;1600000;32;89;
3,142142;0,000549;0,000175;16000000;1;429;
